0 1
875.000000 1
1875.000000 1
937.500000 1
703.125000 1
1171.875000 1
937.500000 2
703.125000 1
1171.875000 1
937.500000 2
703.125000 1
1171.875000 1
937.500000 1
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 16
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
234.375000 9
937.500000 8
468.750000 16
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 24
234.375000 16
1875.000000 8
937.500000 1
703.125000 1
1171.875000 1
937.500000 2
703.125000 1
1171.875000 1
937.500000 2
703.125000 1
1171.875000 1
937.500000 2
703.125000 1
1171.875000 1
937.500000 1
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 16
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
234.375000 9
937.500000 8
468.750000 16
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 2
234.375000 3
468.750000 1
234.375000 7
468.750000 24
234.375000 16
