0 1
840.000000 1
1846.000000 8
925.000000 16
459.000000 16
925.000000 8
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
1770.000000 3
1595.000000 5
800.000000 8
1600.000000 1
400.000000 4
1600.000000 1
400.000000 4
1600.000000 1
400.000000 4
1600.000000 1
400.000000 4
1640.000000 2
1660.000000 2
1720.000000 2
1750.000000 1
460.000000 1
485.000000 3
463.000000 16
923.500000 8
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.000000 6
230.000000 4
462.500000 6
230.000000 4
462.500000 6
230.000000 4
462.500000 6
230.000000 4
462.000000 6
230.000000 4
