0 1
2750.000000 1
3750.000000 3
1875.000000 8
937.500000 16
468.750000 16
234.375000 32
468.750000 1
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 9
234.375000 16
468.750000 1
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 9
234.375000 16
1875.000000 4
468.750000 32
234.375000 64
468.750000 16
234.375000 32
468.750000 1
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 9
234.375000 16
468.750000 1
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 2
234.375000 4
468.750000 9
234.375000 16
937.500000 8
468.750000 16
